University,WorldRank,Year,Country
University of Illinois at Chicago,102,2006,United States
University of Freiburg,102,2011,Germany
University of Massachusetts Medical School - Worcester,102,2011,United States
University of Tsukuba,102,2006,Japan
University of Liverpool,102,2006,United Kingdom
University of Tuebingen,102,2007,Germany
Aarhus University,102,2007,Denmark
Oregon State University,102,2007,United States
University of Wuerzburg,102,2007,Germany
University of Sydney,102,2007,Australia
University of Wuerzburg,102,2006,Germany
Weizmann Institute of Science,102,2006,Israel
Dartmouth College,102,2007,United States
Catholic University of Leuven,102,2011,Belgium
University of Hawaii at Manoa,102,2011,United States
Emory University,102,2006,United States
University of Massachusetts Medical School - Worcester,102,2007,United States
University of Sussex,102,2006,United Kingdom
North Carolina State University - Raleigh,102,2006,United States
The University of Glasgow,102,2007,United Kingdom
Georgia Institute of Technology,102,2011,United States
University of Virginia,102,2011,United States
National University of Singapore,102,2011,Singapore
University of Iowa,102,2011,United States
Aix-Marseille University,102,2011,France
Lund University,102,2011,Sweden
Swiss Federal Institute of Technology of Lausanne,102,2011,Switzerland
University of Leeds,102,2006,United Kingdom
Technion-Israel Institute of Technology,102,2006,Israel
The University of Western Australia,102,2007,Australia
Tel Aviv University,102,2007,Israel
University Libre Bruxelles,102,2007,Belgium
"University of California, Riverside",102,2007,United States
University of Paris Diderot (Paris 7),102,2006,France
The University of Georgia,102,2006,United States
University of Milan,102,2007,Italy
Radboud University Nijmegen,102,2011,Netherlands
Weizmann Institute of Science,102,2011,Israel
University of Montreal,102,2011,Canada
The University of Queensland,102,2006,Australia
Hokkaido University,102,2006,Japan
"University of California, Riverside",102,2006,United States
University of Groningen,102,2006,Netherlands
Kyushu University,102,2006,Japan
University of Muenster,102,2007,Germany
University of Pisa,102,2007,Italy
University of Hawaii at Manoa,102,2007,United States
Tufts University,102,2007,United States
"University of California, Santa Cruz",102,2007,United States
London School of Economics and Political Science,102,2011,United Kingdom
Georgia Institute of Technology,102,2006,United States
Tufts University,102,2006,United States
Baylor College of Medicine,102,2006,United States
University of Leeds,102,2007,United Kingdom
Emory University,102,2007,United States
The University of Glasgow,102,2006,United Kingdom
University of Paris Diderot (Paris 7),102,2007,France
Swiss Federal Institute of Technology of Lausanne,102,2007,Switzerland
University of Tuebingen,102,2011,Germany
University of Birmingham,102,2011,United Kingdom
University of Wuerzburg,102,2011,Germany
University of Hamburg,102,2006,Germany
University of Muenster,102,2006,Germany
University of Pisa,102,2006,Italy
"University of California, Santa Cruz",102,2006,United States
University of Alberta,102,2011,Canada
University of Liverpool,102,2011,United Kingdom
University of Strasbourg,102,2011,France
University of Bonn,102,2006,Germany
Catholic University of Leuven,102,2006,Belgium
University of Massachusetts Amherst,102,2006,United States
University of Groningen,102,2007,Netherlands
University of Liverpool,102,2007,United Kingdom
University of Sao Paulo,102,2007,Brazil
University of Muenster,102,2011,Germany
Baylor College of Medicine,102,2011,United States
University of Amsterdam,102,2006,Netherlands
Tel Aviv University,102,2006,Israel
North Carolina State University - Raleigh,102,2007,United States
University of Geneva,102,2007,Switzerland
Oregon State University,102,2011,United States
University of Amsterdam,102,2011,Netherlands
University of Pisa,102,2011,Italy
University of Delaware,102,2011,United States
University of Tuebingen,102,2006,Germany
The University of Queensland,102,2007,Australia
University of Illinois at Chicago,102,2007,United States
University of Sussex,102,2011,United Kingdom
Tufts University,102,2011,United States
University of Sao Paulo,102,2006,Brazil
Aarhus University,102,2006,Denmark
Mayo Medical School,102,2006,United States
University of Frankfurt,102,2006,Germany
University of Hamburg,102,2007,Germany
Tokyo Institute of Technology,102,2011,Japan
Technion-Israel Institute of Technology,102,2007,Israel
Ghent University,102,2007,Belgium
Swiss Federal Institute of Technology of Lausanne,102,2006,Switzerland
National University of Singapore,102,2006,Singapore
University of Tsukuba,102,2007,Japan
University Libre Bruxelles,102,2006,Belgium
The University of Georgia,102,2007,United States
Baylor College of Medicine,102,2007,United States
Catholic University of Louvain,102,2007,Belgium
Dartmouth College,102,2006,United States
University of Sussex,102,2007,United Kingdom
University of Virginia,102,2007,United States
University of Roma - La Sapienza,102,2011,Italy
"University of California, Riverside",102,2011,United States
The University of Georgia,102,2011,United States
Mayo Medical School,102,2011,United States
Tel Aviv University,102,2011,Israel
Catholic University of Louvain,102,2006,Belgium
University of Hawaii at Manoa,102,2006,United States
University of Massachusetts Amherst,102,2007,United States
Weizmann Institute of Science,102,2007,Israel
Emory University,102,2011,United States
"University of California, Santa Cruz",102,2011,United States
University of Groningen,102,2011,Netherlands
University of Leeds,102,2011,United Kingdom
Catholic University of Louvain,102,2011,Belgium
VU University Amsterdam,102,2011,Netherlands
Oregon State University,102,2006,United States
The University of Western Australia,102,2006,Australia
University of Milan,102,2006,Italy
University of Roma - La Sapienza,102,2007,Italy
University of Frankfurt,102,2007,Germany
Georgia Institute of Technology,102,2007,United States
University of Vienna,151,2006,Austria
University of Koeln,151,2007,Germany
University of Waterloo,151,2012,Canada
Aix Marseille University,151,2013,France
Tufts University,151,2017,United States
Tel Aviv University,151,2018,Israel
The University of Auckland,151,2016,New Zealand
University of Tuebingen,151,2013,Germany
University of Mainz,151,2011,Germany
Dartmouth College,151,2011,United States
University of Waterloo,151,2011,Canada
Virginia Commonwealth University,151,2010,United States
King Abdulaziz University,151,2015,Saudi Arabia
University of Pisa,151,2015,Italy
Fudan University,151,2015,China
University of Warwick,151,2014,United Kingdom
Icahn School of Medicine at Mount Sinai,151,2014,United States
National Taiwan University,151,2006,"Taiwan, China"
University of Nebraska - Lincoln,151,2007,United States
University of Buenos Aires,151,2007,Argentina
Cardiff University,151,2007,United Kingdom
Louisiana State University - Baton Rouge,151,2010,United States
Joseph Fourier University (Grenoble 1),151,2010,France
University of Koeln,151,2015,Germany
Fudan University,151,2014,China
University of Muenster,151,2014,Germany
The University of Hong Kong,151,2014,China
Catholic University of Louvain,151,2015,Belgium
University of Milan,151,2015,Italy
University of Miami,151,2011,United States
Monash University,151,2011,Australia
North Carolina State University - Raleigh,151,2012,United States
Oregon State University,151,2012,United States
The Chinese University of Hong Kong,151,2012,"Hong Kong, China"
The University of Hong Kong,151,2012,"Hong Kong, China"
Catholic University of Louvain,151,2018,Belgium
National Autonomous University of Mexico,151,2013,Mexico
Oregon Health and Science University,151,2013,United States
University of Hamburg,151,2017,Germany
TU Dresden,151,2018,Germany
University of Massachusetts Medical School - Worcester,151,2017,United States
University of Massachusetts Amherst,151,2018,United States
University of Padua,151,2017,Italy
University of Vienna,151,2013,Austria
University of East Anglia,151,2006,United Kingdom
Colorado State University,151,2007,United States
University of Waterloo,151,2007,Canada
University of Miami,151,2012,United States
Harbin Institute of Technology,151,2016,China
TU Dresden,151,2017,Germany
Université libre de Bruxelles (ULB),151,2017,Belgium
University of Bordeaux,151,2016,France
University of Gothenburg,151,2016,Sweden
University of Paris Descartes (Paris 5),151,2017,France
University of Southampton,151,2013,United Kingdom
University of Virginia,151,2016,United States
Nanyang Technological University,151,2015,Singapore
Tel Aviv University,151,2015,Israel
State University of New York at Stony Brook,151,2011,United States
Hokkaido University,151,2010,Japan
National Autonomous University of Mexico,151,2010,Mexico
Florida State University,151,2010,United States
University of Hamburg,151,2010,Germany
University of Bern,151,2010,Switzerland
University of Durham,151,2010,United Kingdom
University of New South Wales,151,2011,Australia
University of Illinois at Chicago,151,2011,United States
University of Illinois at Chicago,151,2015,United States
University of Hamburg,151,2014,Germany
Tokyo Institute of Technology,151,2014,Japan
